id,bank,category,person,format,difficulty,question,tags
S0807,scholars,"Scholars (Ulama, Tabi'in, etc.)",,scenario,1,Explain taqlid vs ijtihad in a legal-theory way (no need for names). Keep it beginner-friendly.,"['ulama', 'islamic_sciences', 'methodology', 'learning']"
S0808,scholars,"Scholars (Ulama, Tabi'in, etc.)",,true_false,4,Write a 'spot the error' prompt about a common beginner mistake in tafsir (Qur'anic exegesis). Answer in 3 bullet points.,"['ulama', 'islamic_sciences', 'methodology', 'learning']"
S0809,scholars,"Scholars (Ulama, Tabi'in, etc.)",,short_answer,2,"Choose one figure (Ibn Majah) and write 3 research questions about their contribution, without giving the answers. Answer in 1-2 sentences.","['ulama', 'islamic_sciences', 'methodology', 'learning']"
S0810,scholars,"Scholars (Ulama, Tabi'in, etc.)",,short_answer,2,Give a scenario where misunderstanding tafsir (Qur'anic exegesis) could lead to a serious real-world error. What safeguard would you add? Answer in 1-2 sentences.,"['ulama', 'islamic_sciences', 'methodology', 'learning']"
S0811,scholars,"Scholars (Ulama, Tabi'in, etc.)",,true_false,2,Evaluate what usul al-fiqh (sources and legal theory) studies and why it matters. Make it suitable for advanced learners.,"['ulama', 'islamic_sciences', 'methodology', 'learning']"
S0812,scholars,"Scholars (Ulama, Tabi'in, etc.)",,free_response,1,Outline a 30-day study plan to build foundations in the role of madrasas and scholarly institutions. Give 2 examples.,"['ulama', 'islamic_sciences', 'methodology', 'learning']"
S0813,scholars,"Scholars (Ulama, Tabi'in, etc.)",,free_response,2,Explain the difference between Tabi' al-Tabi'in and Tabi'un as generations of transmission and learning. Answer in 4-6 sentences.,"['ulama', 'islamic_sciences', 'methodology', 'learning']"
S0814,scholars,"Scholars (Ulama, Tabi'in, etc.)",,multiple_choice,1,What are 3 criteria you would use to judge whether a scholarly claim in Arabic grammar and rhetoric for understanding texts is well-supported? Answer in 4-6 sentences.,"['ulama', 'islamic_sciences', 'methodology', 'learning']"
S0815,scholars,"Scholars (Ulama, Tabi'in, etc.)",,true_false,3,Design a 5-question mini-quiz to test understanding of cross-school disagreement and adab al-ikhtilaf (do not provide answers). Make it suitable for advanced learners.,"['ulama', 'islamic_sciences', 'methodology', 'learning']"
S0816,scholars,"Scholars (Ulama, Tabi'in, etc.)",,short_answer,4,Explain taqlid vs ijtihad in a ethical way (no need for names). Answer in 4-6 sentences.,"['ulama', 'islamic_sciences', 'methodology', 'learning']"
S0817,scholars,"Scholars (Ulama, Tabi'in, etc.)",,scenario,3,Outline a 30-day study plan to build foundations in usul al-fiqh (sources and legal theory). Answer in 4-6 sentences.,"['ulama', 'islamic_sciences', 'methodology', 'learning']"
S0818,scholars,"Scholars (Ulama, Tabi'in, etc.)",,short_answer,4,Design a 5-question mini-quiz to test understanding of Arabic grammar and rhetoric for understanding texts (do not provide answers). Keep it beginner-friendly.,"['ulama', 'islamic_sciences', 'methodology', 'learning']"
S0819,scholars,"Scholars (Ulama, Tabi'in, etc.)",,short_answer,3,Design a practice exercise for checking context in tazkiyah and ethics in scholarship. Give 2 examples.,"['ulama', 'islamic_sciences', 'methodology', 'learning']"
S0820,scholars,"Scholars (Ulama, Tabi'in, etc.)",,true_false,1,Evaluate what usul al-fiqh (sources and legal theory) studies and why it matters. Give 1 example and 1 counterexample.,"['ulama', 'islamic_sciences', 'methodology', 'learning']"
S0821,scholars,"Scholars (Ulama, Tabi'in, etc.)",,free_response,4,Evaluate what qira'at (Qur'anic recitations) studies and why it matters. Keep it beginner-friendly.,"['ulama', 'islamic_sciences', 'methodology', 'learning']"
S0822,scholars,"Scholars (Ulama, Tabi'in, etc.)",,true_false,2,"Choose one figure (Ibn Rushd (Averroes)) and write 3 research questions about their contribution, without giving the answers. Explain your reasoning step-by-step.","['ulama', 'islamic_sciences', 'methodology', 'learning']"
S0823,scholars,"Scholars (Ulama, Tabi'in, etc.)",,true_false,4,What are 3 criteria you would use to judge whether a scholarly claim in sirah (prophetic biography) is well-supported? Answer in 1-2 sentences.,"['ulama', 'islamic_sciences', 'methodology', 'learning']"
S0824,scholars,"Scholars (Ulama, Tabi'in, etc.)",,short_answer,1,Design a 5-question mini-quiz to test understanding of hadith and hadith criticism (do not provide answers). Give 2 examples.,"['ulama', 'islamic_sciences', 'methodology', 'learning']"
S0825,scholars,"Scholars (Ulama, Tabi'in, etc.)",,true_false,5,Design a practice exercise for checking context in hadith and hadith criticism. Answer in 4-6 sentences.,"['ulama', 'islamic_sciences', 'methodology', 'learning']"
S0826,scholars,"Scholars (Ulama, Tabi'in, etc.)",,short_answer,5,How does the role of madrasas and scholarly institutions differ from isnad and narrator evaluation? Provide one example question each discipline would answer. Give 1 example and 1 counterexample.,"['ulama', 'islamic_sciences', 'methodology', 'learning']"
S0827,scholars,"Scholars (Ulama, Tabi'in, etc.)",,free_response,1,What are 3 criteria you would use to judge whether a scholarly claim in fatwa writing and responsible public guidance is well-supported? Answer in 1-2 sentences.,"['ulama', 'islamic_sciences', 'methodology', 'learning']"
S0828,scholars,"Scholars (Ulama, Tabi'in, etc.)",,short_answer,4,Outline a 30-day study plan to build foundations in tazkiyah and ethics in scholarship. Include a warning about a common misconception.,"['ulama', 'islamic_sciences', 'methodology', 'learning']"
S0829,scholars,"Scholars (Ulama, Tabi'in, etc.)",,short_answer,4,Design a practice exercise for checking context in fiqh (Islamic jurisprudence). Keep it beginner-friendly.,"['ulama', 'islamic_sciences', 'methodology', 'learning']"
S0830,scholars,"Scholars (Ulama, Tabi'in, etc.)",,scenario,2,Compare how scholars from two legal schools might approach a problem in qira'at (Qur'anic recitations). Keep it respectful and methodological. Answer in 4-6 sentences.,"['ulama', 'islamic_sciences', 'methodology', 'learning']"
S0831,scholars,"Scholars (Ulama, Tabi'in, etc.)",,scenario,1,What are 3 criteria you would use to judge whether a scholarly claim in fiqh (Islamic jurisprudence) is well-supported? Make it suitable for advanced learners.,"['ulama', 'islamic_sciences', 'methodology', 'learning']"
S0832,scholars,"Scholars (Ulama, Tabi'in, etc.)",,multiple_choice,5,How does Arabic grammar and rhetoric for understanding texts differ from qira'at (Qur'anic recitations)? Provide one example question each discipline would answer. Keep it beginner-friendly.,"['ulama', 'islamic_sciences', 'methodology', 'learning']"
S0833,scholars,"Scholars (Ulama, Tabi'in, etc.)",,true_false,4,Create a rubric to grade an essay that argues a position in isnad and narrator evaluation. Explain your reasoning step-by-step.,"['ulama', 'islamic_sciences', 'methodology', 'learning']"
S0834,scholars,"Scholars (Ulama, Tabi'in, etc.)",,multiple_choice,4,Design a practice exercise for checking context in hadith and hadith criticism. Give 1 example and 1 counterexample.,"['ulama', 'islamic_sciences', 'methodology', 'learning']"
S0835,scholars,"Scholars (Ulama, Tabi'in, etc.)",,short_answer,5,Create a rubric to grade an essay that argues a position in cross-school disagreement and adab al-ikhtilaf. Give 1 example and 1 counterexample.,"['ulama', 'islamic_sciences', 'methodology', 'learning']"
S0836,scholars,"Scholars (Ulama, Tabi'in, etc.)",,multiple_choice,5,What distinguishes a muhaddith from a historian in training and output? Make it suitable for advanced learners.,"['ulama', 'islamic_sciences', 'methodology', 'learning']"
S0837,scholars,"Scholars (Ulama, Tabi'in, etc.)",,scenario,1,What is one red-flag sign of a weak argument in sirah (prophetic biography) and how would you fix it? Include a warning about a common misconception.,"['ulama', 'islamic_sciences', 'methodology', 'learning']"
S0838,scholars,"Scholars (Ulama, Tabi'in, etc.)",,scenario,5,Give a scenario where misunderstanding logic and argumentation in classical scholarship could lead to a serious real-world error. What safeguard would you add? Answer in 1-2 sentences.,"['ulama', 'islamic_sciences', 'methodology', 'learning']"
S0839,scholars,"Scholars (Ulama, Tabi'in, etc.)",,multiple_choice,1,Write a 'spot the error' prompt about a common beginner mistake in biographical evaluation (ilm al-rijal) in hadith studies. Make it suitable for advanced learners.,"['ulama', 'islamic_sciences', 'methodology', 'learning']"
S0840,scholars,"Scholars (Ulama, Tabi'in, etc.)",,multiple_choice,2,What is one red-flag sign of a weak argument in tafsir (Qur'anic exegesis) and how would you fix it? Explain your reasoning step-by-step.,"['ulama', 'islamic_sciences', 'methodology', 'learning']"
S0841,scholars,"Scholars (Ulama, Tabi'in, etc.)",,free_response,1,What are 3 criteria you would use to judge whether a scholarly claim in qira'at (Qur'anic recitations) is well-supported? Keep it beginner-friendly.,"['ulama', 'islamic_sciences', 'methodology', 'learning']"
S0842,scholars,"Scholars (Ulama, Tabi'in, etc.)",,multiple_choice,2,Design a practice exercise for checking context in isnad and narrator evaluation. Keep it beginner-friendly.,"['ulama', 'islamic_sciences', 'methodology', 'learning']"
S0843,scholars,"Scholars (Ulama, Tabi'in, etc.)",,multiple_choice,4,Write a short scenario: a student misquotes a text in usul al-fiqh (sources and legal theory). What correction steps should a teacher require? Answer in 4-6 sentences.,"['ulama', 'islamic_sciences', 'methodology', 'learning']"
S0844,scholars,"Scholars (Ulama, Tabi'in, etc.)",,true_false,1,Compare how scholars from two legal schools might approach a problem in the role of madrasas and scholarly institutions. Keep it respectful and methodological. Give 1 example and 1 counterexample.,"['ulama', 'islamic_sciences', 'methodology', 'learning']"
S0845,scholars,"Scholars (Ulama, Tabi'in, etc.)",,short_answer,5,Outline a 30-day study plan to build foundations in usul al-fiqh (sources and legal theory). Explain your reasoning step-by-step.,"['ulama', 'islamic_sciences', 'methodology', 'learning']"
S0846,scholars,"Scholars (Ulama, Tabi'in, etc.)",,short_answer,3,Write a short scenario: a student misquotes a text in sirah (prophetic biography). What correction steps should a teacher require? Answer in 3 bullet points.,"['ulama', 'islamic_sciences', 'methodology', 'learning']"
S0847,scholars,"Scholars (Ulama, Tabi'in, etc.)",,scenario,3,What are 3 criteria you would use to judge whether a scholarly claim in fatwa writing and responsible public guidance is well-supported? Answer in 4-6 sentences.,"['ulama', 'islamic_sciences', 'methodology', 'learning']"
S0848,scholars,"Scholars (Ulama, Tabi'in, etc.)",,scenario,1,Outline a 30-day study plan to build foundations in logic and argumentation in classical scholarship. Give 1 example and 1 counterexample.,"['ulama', 'islamic_sciences', 'methodology', 'learning']"
S0849,scholars,"Scholars (Ulama, Tabi'in, etc.)",,short_answer,3,What is one red-flag sign of a weak argument in biographical evaluation (ilm al-rijal) in hadith studies and how would you fix it? Make it suitable for advanced learners.,"['ulama', 'islamic_sciences', 'methodology', 'learning']"
S0850,scholars,"Scholars (Ulama, Tabi'in, etc.)",,scenario,1,What is one red-flag sign of a weak argument in biographical evaluation (ilm al-rijal) in hadith studies and how would you fix it? Keep it beginner-friendly.,"['ulama', 'islamic_sciences', 'methodology', 'learning']"
S0851,scholars,"Scholars (Ulama, Tabi'in, etc.)",,free_response,5,Explain the difference between later ulama and Companions (Sahaba) as generations of transmission and learning. Include 1 relevant Qur'anic or historical anchor (no need for exact citation).,"['ulama', 'islamic_sciences', 'methodology', 'learning']"
S0852,scholars,"Scholars (Ulama, Tabi'in, etc.)",,scenario,1,Write a short scenario: a student misquotes a text in logic and argumentation in classical scholarship. What correction steps should a teacher require? Give 2 examples.,"['ulama', 'islamic_sciences', 'methodology', 'learning']"
S0853,scholars,"Scholars (Ulama, Tabi'in, etc.)",,multiple_choice,2,Explain taqlid vs ijtihad in a legal-theory way (no need for names). Give 1 example and 1 counterexample.,"['ulama', 'islamic_sciences', 'methodology', 'learning']"
S0854,scholars,"Scholars (Ulama, Tabi'in, etc.)",,scenario,1,Explain taqlid vs ijtihad in a text-critical way (no need for names). Answer in 3 bullet points.,"['ulama', 'islamic_sciences', 'methodology', 'learning']"
S0855,scholars,"Scholars (Ulama, Tabi'in, etc.)",,scenario,5,Write a 'spot the error' prompt about a common beginner mistake in isnad and narrator evaluation. Give 1 example and 1 counterexample.,"['ulama', 'islamic_sciences', 'methodology', 'learning']"
S0856,scholars,"Scholars (Ulama, Tabi'in, etc.)",,multiple_choice,3,What distinguishes a usuli scholar from a historian in training and output? Answer in 4-6 sentences.,"['ulama', 'islamic_sciences', 'methodology', 'learning']"
S0857,scholars,"Scholars (Ulama, Tabi'in, etc.)",,scenario,1,Design a practice exercise for checking context in hadith and hadith criticism. Answer in 3 bullet points.,"['ulama', 'islamic_sciences', 'methodology', 'learning']"
S0858,scholars,"Scholars (Ulama, Tabi'in, etc.)",,scenario,2,What is one red-flag sign of a weak argument in qira'at (Qur'anic recitations) and how would you fix it? Make it suitable for advanced learners.,"['ulama', 'islamic_sciences', 'methodology', 'learning']"
S0859,scholars,"Scholars (Ulama, Tabi'in, etc.)",,short_answer,3,Outline a 30-day study plan to build foundations in logic and argumentation in classical scholarship. Answer in 3 bullet points.,"['ulama', 'islamic_sciences', 'methodology', 'learning']"
S0860,scholars,"Scholars (Ulama, Tabi'in, etc.)",,scenario,5,Evaluate what Arabic grammar and rhetoric for understanding texts studies and why it matters. Keep it beginner-friendly.,"['ulama', 'islamic_sciences', 'methodology', 'learning']"
S0861,scholars,"Scholars (Ulama, Tabi'in, etc.)",,scenario,1,What is one red-flag sign of a weak argument in hadith and hadith criticism and how would you fix it? Include a warning about a common misconception.,"['ulama', 'islamic_sciences', 'methodology', 'learning']"
S0862,scholars,"Scholars (Ulama, Tabi'in, etc.)",,multiple_choice,4,Compare how scholars from two legal schools might approach a problem in Arabic grammar and rhetoric for understanding texts. Keep it respectful and methodological. Keep it beginner-friendly.,"['ulama', 'islamic_sciences', 'methodology', 'learning']"
S0863,scholars,"Scholars (Ulama, Tabi'in, etc.)",,multiple_choice,2,Write a 'spot the error' prompt about a common beginner mistake in Arabic grammar and rhetoric for understanding texts. Include 1 relevant Qur'anic or historical anchor (no need for exact citation).,"['ulama', 'islamic_sciences', 'methodology', 'learning']"
S0864,scholars,"Scholars (Ulama, Tabi'in, etc.)",,free_response,3,Create a rubric to grade an essay that argues a position in tafsir (Qur'anic exegesis). Answer in 4-6 sentences.,"['ulama', 'islamic_sciences', 'methodology', 'learning']"
S0865,scholars,"Scholars (Ulama, Tabi'in, etc.)",,short_answer,3,Compare how scholars from two legal schools might approach a problem in Arabic grammar and rhetoric for understanding texts. Keep it respectful and methodological. Answer in 4-6 sentences.,"['ulama', 'islamic_sciences', 'methodology', 'learning']"
S0866,scholars,"Scholars (Ulama, Tabi'in, etc.)",,true_false,1,Compare how scholars from two legal schools might approach a problem in hadith and hadith criticism. Keep it respectful and methodological. Answer in 4-6 sentences.,"['ulama', 'islamic_sciences', 'methodology', 'learning']"
S0867,scholars,"Scholars (Ulama, Tabi'in, etc.)",,short_answer,1,Design a 5-question mini-quiz to test understanding of hadith and hadith criticism (do not provide answers). Keep it beginner-friendly.,"['ulama', 'islamic_sciences', 'methodology', 'learning']"
S0868,scholars,"Scholars (Ulama, Tabi'in, etc.)",,multiple_choice,2,How does qira'at (Qur'anic recitations) differ from tafsir (Qur'anic exegesis)? Provide one example question each discipline would answer. Explain your reasoning step-by-step.,"['ulama', 'islamic_sciences', 'methodology', 'learning']"
S0869,scholars,"Scholars (Ulama, Tabi'in, etc.)",,free_response,1,Design a practice exercise for checking context in sirah (prophetic biography). Explain your reasoning step-by-step.,"['ulama', 'islamic_sciences', 'methodology', 'learning']"
S0870,scholars,"Scholars (Ulama, Tabi'in, etc.)",,scenario,1,Write a 'spot the error' prompt about a common beginner mistake in aqidah (creed and theology). Include 1 relevant Qur'anic or historical anchor (no need for exact citation).,"['ulama', 'islamic_sciences', 'methodology', 'learning']"
S0871,scholars,"Scholars (Ulama, Tabi'in, etc.)",,short_answer,3,How does the role of madrasas and scholarly institutions differ from hadith and hadith criticism? Provide one example question each discipline would answer. Answer in 4-6 sentences.,"['ulama', 'islamic_sciences', 'methodology', 'learning']"
S0872,scholars,"Scholars (Ulama, Tabi'in, etc.)",,true_false,5,Write a short scenario: a student misquotes a text in fiqh (Islamic jurisprudence). What correction steps should a teacher require? Answer in 4-6 sentences.,"['ulama', 'islamic_sciences', 'methodology', 'learning']"
S0873,scholars,"Scholars (Ulama, Tabi'in, etc.)",,scenario,1,"Choose one figure (Ibn Rushd (Averroes)) and write 3 research questions about their contribution, without giving the answers. Include a warning about a common misconception.","['ulama', 'islamic_sciences', 'methodology', 'learning']"
S0874,scholars,"Scholars (Ulama, Tabi'in, etc.)",,multiple_choice,1,What distinguishes a theologian from a muhaddith in training and output? Make it suitable for advanced learners.,"['ulama', 'islamic_sciences', 'methodology', 'learning']"
S0875,scholars,"Scholars (Ulama, Tabi'in, etc.)",,true_false,3,What is one red-flag sign of a weak argument in Arabic grammar and rhetoric for understanding texts and how would you fix it? Answer in 1-2 sentences.,"['ulama', 'islamic_sciences', 'methodology', 'learning']"
S0876,scholars,"Scholars (Ulama, Tabi'in, etc.)",,short_answer,2,Explain the difference between Companions (Sahaba) and later ulama as generations of transmission and learning. Keep it beginner-friendly.,"['ulama', 'islamic_sciences', 'methodology', 'learning']"
S0877,scholars,"Scholars (Ulama, Tabi'in, etc.)",,multiple_choice,1,Explain what fatwa writing and responsible public guidance studies and why it matters. Include 1 relevant Qur'anic or historical anchor (no need for exact citation).,"['ulama', 'islamic_sciences', 'methodology', 'learning']"
S0878,scholars,"Scholars (Ulama, Tabi'in, etc.)",,true_false,4,Give a scenario where misunderstanding cross-school disagreement and adab al-ikhtilaf could lead to a serious real-world error. What safeguard would you add? Give 1 example and 1 counterexample.,"['ulama', 'islamic_sciences', 'methodology', 'learning']"
S0879,scholars,"Scholars (Ulama, Tabi'in, etc.)",,free_response,4,Design a 5-question mini-quiz to test understanding of fiqh (Islamic jurisprudence) (do not provide answers). Give 1 example and 1 counterexample.,"['ulama', 'islamic_sciences', 'methodology', 'learning']"
S0880,scholars,"Scholars (Ulama, Tabi'in, etc.)",,true_false,5,Write a short scenario: a student misquotes a text in the role of madrasas and scholarly institutions. What correction steps should a teacher require? Give 2 examples.,"['ulama', 'islamic_sciences', 'methodology', 'learning']"
S0881,scholars,"Scholars (Ulama, Tabi'in, etc.)",,multiple_choice,5,Design a practice exercise for checking context in tazkiyah and ethics in scholarship. Include 1 relevant Qur'anic or historical anchor (no need for exact citation).,"['ulama', 'islamic_sciences', 'methodology', 'learning']"
S0882,scholars,"Scholars (Ulama, Tabi'in, etc.)",,scenario,5,How does biographical evaluation (ilm al-rijal) in hadith studies differ from hadith and hadith criticism? Provide one example question each discipline would answer. Answer in 1-2 sentences.,"['ulama', 'islamic_sciences', 'methodology', 'learning']"
S0883,scholars,"Scholars (Ulama, Tabi'in, etc.)",,short_answer,5,"Choose one figure (Ibn Kathir) and write 3 research questions about their contribution, without giving the answers. Include a warning about a common misconception.","['ulama', 'islamic_sciences', 'methodology', 'learning']"
S0884,scholars,"Scholars (Ulama, Tabi'in, etc.)",,short_answer,3,Compare how scholars from two legal schools might approach a problem in the role of madrasas and scholarly institutions. Keep it respectful and methodological. Include 1 relevant Qur'anic or historical anchor (no need for exact citation).,"['ulama', 'islamic_sciences', 'methodology', 'learning']"
S0885,scholars,"Scholars (Ulama, Tabi'in, etc.)",,scenario,2,Design a practice exercise for checking context in fatwa writing and responsible public guidance. Answer in 3 bullet points.,"['ulama', 'islamic_sciences', 'methodology', 'learning']"
S0886,scholars,"Scholars (Ulama, Tabi'in, etc.)",,true_false,3,Outline a 30-day study plan to build foundations in aqidah (creed and theology). Give 2 examples.,"['ulama', 'islamic_sciences', 'methodology', 'learning']"
S0887,scholars,"Scholars (Ulama, Tabi'in, etc.)",,scenario,1,"Choose one figure (al-Shafi'i) and write 3 research questions about their contribution, without giving the answers. Include 1 relevant Qur'anic or historical anchor (no need for exact citation).","['ulama', 'islamic_sciences', 'methodology', 'learning']"
S0888,scholars,"Scholars (Ulama, Tabi'in, etc.)",,multiple_choice,4,Give a scenario where misunderstanding usul al-fiqh (sources and legal theory) could lead to a serious real-world error. What safeguard would you add? Answer in 1-2 sentences.,"['ulama', 'islamic_sciences', 'methodology', 'learning']"
S0889,scholars,"Scholars (Ulama, Tabi'in, etc.)",,true_false,1,Explain the difference between Companions (Sahaba) and Tabi'un as generations of transmission and learning. Give 1 example and 1 counterexample.,"['ulama', 'islamic_sciences', 'methodology', 'learning']"
S0890,scholars,"Scholars (Ulama, Tabi'in, etc.)",,short_answer,3,Write a 'spot the error' prompt about a common beginner mistake in hadith and hadith criticism. Give 1 example and 1 counterexample.,"['ulama', 'islamic_sciences', 'methodology', 'learning']"
S0891,scholars,"Scholars (Ulama, Tabi'in, etc.)",,true_false,2,Design a 5-question mini-quiz to test understanding of Arabic grammar and rhetoric for understanding texts (do not provide answers). Answer in 4-6 sentences.,"['ulama', 'islamic_sciences', 'methodology', 'learning']"
S0892,scholars,"Scholars (Ulama, Tabi'in, etc.)",,free_response,5,Write a 'spot the error' prompt about a common beginner mistake in sirah (prophetic biography). Give 1 example and 1 counterexample.,"['ulama', 'islamic_sciences', 'methodology', 'learning']"
S0893,scholars,"Scholars (Ulama, Tabi'in, etc.)",,multiple_choice,5,What distinguishes a usuli scholar from a muhaddith in training and output? Give 2 examples.,"['ulama', 'islamic_sciences', 'methodology', 'learning']"
S0894,scholars,"Scholars (Ulama, Tabi'in, etc.)",,short_answer,2,How does fatwa writing and responsible public guidance differ from Arabic grammar and rhetoric for understanding texts? Provide one example question each discipline would answer. Answer in 1-2 sentences.,"['ulama', 'islamic_sciences', 'methodology', 'learning']"
S0895,scholars,"Scholars (Ulama, Tabi'in, etc.)",,free_response,4,Design a 5-question mini-quiz to test understanding of fatwa writing and responsible public guidance (do not provide answers). Keep it beginner-friendly.,"['ulama', 'islamic_sciences', 'methodology', 'learning']"
S0896,scholars,"Scholars (Ulama, Tabi'in, etc.)",,true_false,5,How does qira'at (Qur'anic recitations) differ from cross-school disagreement and adab al-ikhtilaf? Provide one example question each discipline would answer. Make it suitable for advanced learners.,"['ulama', 'islamic_sciences', 'methodology', 'learning']"
S0897,scholars,"Scholars (Ulama, Tabi'in, etc.)",,scenario,1,Outline a 30-day study plan to build foundations in biographical evaluation (ilm al-rijal) in hadith studies. Make it suitable for advanced learners.,"['ulama', 'islamic_sciences', 'methodology', 'learning']"
S0898,scholars,"Scholars (Ulama, Tabi'in, etc.)",,true_false,1,Explain the difference between later ulama and Tabi' al-Tabi'in as generations of transmission and learning. Keep it beginner-friendly.,"['ulama', 'islamic_sciences', 'methodology', 'learning']"
S0899,scholars,"Scholars (Ulama, Tabi'in, etc.)",,multiple_choice,1,Write a 'spot the error' prompt about a common beginner mistake in sirah (prophetic biography). Answer in 3 bullet points.,"['ulama', 'islamic_sciences', 'methodology', 'learning']"
S0900,scholars,"Scholars (Ulama, Tabi'in, etc.)",,short_answer,2,Write a short scenario: a student misquotes a text in fatwa writing and responsible public guidance. What correction steps should a teacher require? Answer in 1-2 sentences.,"['ulama', 'islamic_sciences', 'methodology', 'learning']"
S0901,scholars,"Scholars (Ulama, Tabi'in, etc.)",,scenario,4,Write a short scenario: a student misquotes a text in aqidah (creed and theology). What correction steps should a teacher require? Include 1 relevant Qur'anic or historical anchor (no need for exact citation).,"['ulama', 'islamic_sciences', 'methodology', 'learning']"
S0902,scholars,"Scholars (Ulama, Tabi'in, etc.)",,scenario,4,Write a short scenario: a student misquotes a text in aqidah (creed and theology). What correction steps should a teacher require? Include a warning about a common misconception.,"['ulama', 'islamic_sciences', 'methodology', 'learning']"
S0903,scholars,"Scholars (Ulama, Tabi'in, etc.)",,free_response,4,Write a 'spot the error' prompt about a common beginner mistake in biographical evaluation (ilm al-rijal) in hadith studies. Include a warning about a common misconception.,"['ulama', 'islamic_sciences', 'methodology', 'learning']"
S0904,scholars,"Scholars (Ulama, Tabi'in, etc.)",,free_response,4,How does the role of madrasas and scholarly institutions differ from usul al-fiqh (sources and legal theory)? Provide one example question each discipline would answer. Include 1 relevant Qur'anic or historical anchor (no need for exact citation).,"['ulama', 'islamic_sciences', 'methodology', 'learning']"
S0905,scholars,"Scholars (Ulama, Tabi'in, etc.)",,short_answer,5,"Choose one figure (Ahmad ibn Hanbal) and write 3 research questions about their contribution, without giving the answers. Give 1 example and 1 counterexample.","['ulama', 'islamic_sciences', 'methodology', 'learning']"
S0906,scholars,"Scholars (Ulama, Tabi'in, etc.)",,scenario,5,Create a rubric to grade an essay that argues a position in isnad and narrator evaluation. Answer in 4-6 sentences.,"['ulama', 'islamic_sciences', 'methodology', 'learning']"
S0907,scholars,"Scholars (Ulama, Tabi'in, etc.)",,multiple_choice,1,Explain the difference between Tabi'un and Companions (Sahaba) as generations of transmission and learning. Answer in 1-2 sentences.,"['ulama', 'islamic_sciences', 'methodology', 'learning']"
S0908,scholars,"Scholars (Ulama, Tabi'in, etc.)",,scenario,4,Write a short scenario: a student misquotes a text in the role of madrasas and scholarly institutions. What correction steps should a teacher require? Include a warning about a common misconception.,"['ulama', 'islamic_sciences', 'methodology', 'learning']"
S0909,scholars,"Scholars (Ulama, Tabi'in, etc.)",,multiple_choice,2,Give a scenario where misunderstanding qira'at (Qur'anic recitations) could lead to a serious real-world error. What safeguard would you add? Include a warning about a common misconception.,"['ulama', 'islamic_sciences', 'methodology', 'learning']"
S0910,scholars,"Scholars (Ulama, Tabi'in, etc.)",,short_answer,2,How does biographical evaluation (ilm al-rijal) in hadith studies differ from isnad and narrator evaluation? Provide one example question each discipline would answer. Answer in 4-6 sentences.,"['ulama', 'islamic_sciences', 'methodology', 'learning']"
S0911,scholars,"Scholars (Ulama, Tabi'in, etc.)",,true_false,2,Write a short scenario: a student misquotes a text in qira'at (Qur'anic recitations). What correction steps should a teacher require? Answer in 3 bullet points.,"['ulama', 'islamic_sciences', 'methodology', 'learning']"
S0912,scholars,"Scholars (Ulama, Tabi'in, etc.)",,true_false,5,Explain the difference between Tabi'un and Tabi' al-Tabi'in as generations of transmission and learning. Include a warning about a common misconception.,"['ulama', 'islamic_sciences', 'methodology', 'learning']"
S0913,scholars,"Scholars (Ulama, Tabi'in, etc.)",,short_answer,2,Compare how scholars from two legal schools might approach a problem in Arabic grammar and rhetoric for understanding texts. Keep it respectful and methodological. Explain your reasoning step-by-step.,"['ulama', 'islamic_sciences', 'methodology', 'learning']"
S0914,scholars,"Scholars (Ulama, Tabi'in, etc.)",,free_response,4,Explain what biographical evaluation (ilm al-rijal) in hadith studies studies and why it matters. Give 2 examples.,"['ulama', 'islamic_sciences', 'methodology', 'learning']"
S0915,scholars,"Scholars (Ulama, Tabi'in, etc.)",,true_false,4,Compare how scholars from two legal schools might approach a problem in cross-school disagreement and adab al-ikhtilaf. Keep it respectful and methodological. Answer in 4-6 sentences.,"['ulama', 'islamic_sciences', 'methodology', 'learning']"
S0916,scholars,"Scholars (Ulama, Tabi'in, etc.)",,multiple_choice,5,How does fiqh (Islamic jurisprudence) differ from Arabic grammar and rhetoric for understanding texts? Provide one example question each discipline would answer. Answer in 4-6 sentences.,"['ulama', 'islamic_sciences', 'methodology', 'learning']"
S0917,scholars,"Scholars (Ulama, Tabi'in, etc.)",,short_answer,4,Write a 'spot the error' prompt about a common beginner mistake in fatwa writing and responsible public guidance. Make it suitable for advanced learners.,"['ulama', 'islamic_sciences', 'methodology', 'learning']"
S0918,scholars,"Scholars (Ulama, Tabi'in, etc.)",,multiple_choice,5,Outline a 30-day study plan to build foundations in isnad and narrator evaluation. Answer in 1-2 sentences.,"['ulama', 'islamic_sciences', 'methodology', 'learning']"
S0919,scholars,"Scholars (Ulama, Tabi'in, etc.)",,short_answer,5,What are 3 criteria you would use to judge whether a scholarly claim in biographical evaluation (ilm al-rijal) in hadith studies is well-supported? Make it suitable for advanced learners.,"['ulama', 'islamic_sciences', 'methodology', 'learning']"
S0920,scholars,"Scholars (Ulama, Tabi'in, etc.)",,free_response,5,Interpret what tazkiyah and ethics in scholarship studies and why it matters. Make it suitable for advanced learners.,"['ulama', 'islamic_sciences', 'methodology', 'learning']"
